selection_rank,candidate_id,penalty,C,class_weight,weakened_threshold,stopped_threshold,validation_samples,fold_macro_pr_auc_mean,fold_macro_pr_auc_std,fold_macro_roc_auc_mean,maximum_iterations,oof_accuracy,oof_balanced_accuracy,oof_macro_precision,oof_macro_recall,oof_macro_f1,oof_weighted_f1,oof_macro_pr_auc,oof_macro_ovr_roc_auc,oof_retained_precision,oof_retained_recall,oof_retained_f1,oof_retained_support,oof_retained_pr_auc,oof_retained_roc_auc,oof_weakened_precision,oof_weakened_recall,oof_weakened_f1,oof_weakened_support,oof_weakened_pr_auc,oof_weakened_roc_auc,oof_stopped_precision,oof_stopped_recall,oof_stopped_f1,oof_stopped_support,oof_stopped_pr_auc,oof_stopped_roc_auc,selected
96,l2_C1_none,l2,1.0,none,0.3,0.35,24596,0.5822150263582444,0.005715261537429958,0.7617008895591312,256,0.5743210278093999,0.518824673459851,0.6017802582505493,0.518824673459851,0.5233708114079899,0.5586658865834069,0.582215740040551,0.7623213335506999,0.8087431693989071,0.39197310787409595,0.5280274442538594,9817,0.7422692989218884,0.8014288518249209,0.5258833196384552,0.8101998372366398,0.6377905114425028,11059,0.5930146195990714,0.6807071913228571,0.4707142857142857,0.3543010752688172,0.40429447852760736,3720,0.4113633016006932,0.8048279575043216,False
97,l2_C0.3_none,l2,0.3,none,0.3,0.35,24596,0.582262617974212,0.005690691910782053,0.7617527813159851,182,0.5742397137745975,0.5188200417642088,0.6016980031355035,0.5188200417642088,0.5233622424897074,0.5585900712618034,0.5822251958029093,0.7623721257356278,0.80836310149191,0.39187124376082305,0.5278540065861691,9817,0.7422577040887777,0.8014311470241711,0.5258276590749003,0.8100189890586852,0.6376935397757608,11059,0.5930517081426985,0.680757309660716,0.4709032488397001,0.35456989247311826,0.40453918110719217,3720,0.41136617517725166,0.8049279205219967,False
98,l1_C1_balanced,l1,1.0,balanced,0.42,0.55,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5568791673442837,0.5318474081094567,0.5380329077044858,0.5318474081094567,0.5233077709634447,0.5455051829587332,0.5817629445872061,0.7595207335329813,0.5533515227490599,0.7643883059997962,0.6419710839250578,9817,0.7433411212280178,0.8018114194957519,0.6095747456300548,0.4225517677909395,0.4991188251001335,11059,0.5894650609969605,0.6717409251591336,0.45117245473434253,0.40860215053763443,0.4288334038651432,3720,0.4124826515366401,0.8050098559440587,False
99,l2_C0.3_balanced,l2,0.3,balanced,0.42,0.55,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5568385103268825,0.5318134534050324,0.5379463046488243,0.5318134534050324,0.5232572430833232,0.5454746635433139,0.5816986057830408,0.7594880569765016,0.5533593922855667,0.7642864418865234,0.6419404517453798,9817,0.7433306242832384,0.8018397614156232,0.6095747456300548,0.4225517677909395,0.4991188251001335,11059,0.5894477331257554,0.6717065844454282,0.4509047760308514,0.40860215053763443,0.4287124524044564,3720,0.4123174599401284,0.8049178250684534,False
100,l2_C0.1_balanced,l2,0.1,balanced,0.42,0.55,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5567165392746788,0.5318053737364209,0.5383126503772662,0.5318053737364209,0.5232365928327688,0.5452559756988317,0.581672752299944,0.7594877328735762,0.5524573278399059,0.7648976265661608,0.6415481225169807,9817,0.7432244997243572,0.8017665424917922,0.6103403141361257,0.42164752690116647,0.49874324830204825,11059,0.5894266984503209,0.6716797050383185,0.4521403091557669,0.4088709677419355,0.42941840767927725,3720,0.41236705872515356,0.805016951090618,False
101,l2_C0.3_none,l2,0.3,none,0.36,0.45,24596,0.582262617974212,0.005690691910782053,0.7617527813159851,182,0.597739469832493,0.5123684077393053,0.6073747278627721,0.5123684077393053,0.5230663191883186,0.580206009024015,0.5822251958029093,0.7623721257356278,0.7533825338253383,0.4991341550371804,0.6004534035904663,9817,0.7422577040887777,0.8014311470241711,0.5434017239286147,0.8094764445248214,0.6502742163948716,11059,0.5930517081426985,0.680757309660716,0.5253399258343634,0.22849462365591397,0.3184713375796178,3720,0.41136617517725166,0.8049279205219967,False
102,l2_C0.3_balanced,l2,0.3,balanced,0.3,0.35,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5308586762075134,0.5620784986599854,0.5484084062309657,0.5620784986599854,0.5229777145979145,0.5394320095530418,0.5816986057830408,0.7594880569765016,0.7706929324347676,0.45431394519710705,0.5716482953088952,9817,0.7433306242832384,0.8018397614156232,0.5287125251289223,0.5469753142237092,0.5376888888888889,11059,0.5894477331257554,0.6717065844454282,0.34581976112920737,0.6849462365591398,0.4595959595959596,3720,0.4123174599401284,0.8049178250684534,False
103,l1_C1_balanced,l1,1.0,balanced,0.3,0.35,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5308586762075134,0.5618924788617978,0.5484208397195028,0.5618924788617978,0.5229178868321243,0.5394317895341333,0.5817629445872061,0.7595207335329813,0.7708801660038043,0.45411021697056125,0.5715384615384616,9817,0.7433411212280178,0.8018114194957519,0.5286412853650018,0.5474274346685957,0.5378703744835858,11059,0.5894650609969605,0.6717409251591336,0.3457410677897025,0.6841397849462365,0.4593448244743254,3720,0.4124826515366401,0.8050098559440587,False
104,l1_C1_none,l1,1.0,none,0.3,0.35,24596,0.582338217694888,0.00567769292972502,0.7617992042920387,296,0.573955114652789,0.5183750080775953,0.6010748201045032,0.5183750080775953,0.5228906026545289,0.5583185009038172,0.5822848572891787,0.7624006307021401,0.8080638387232255,0.39197310787409595,0.527882570821044,9817,0.7422814336145833,0.8014059480798497,0.5256854341572242,0.809657292702776,0.6374768617399972,11059,0.5931052351760168,0.6807784778617922,0.4694751874330596,0.353494623655914,0.4033123754025456,3720,0.4114679030769361,0.8050174661647783,False
105,l1_C0.1_none,l1,0.1,none,0.3,0.35,24596,0.5821450609482755,0.006076319989659939,0.7617085739149083,68,0.573955114652789,0.5180662461944268,0.6015282367542824,0.5180662461944268,0.5227885294830307,0.5581327766303014,0.5822168712498262,0.7623581204750906,0.8065869519614013,0.39166751553427726,0.5272901810202962,9817,0.7420554221308716,0.8010218158137339,0.5254147857184733,0.8103806854145944,0.6375017783468487,11059,0.5926922768353683,0.6808628901549449,0.4725829725829726,0.3521505376344086,0.403573629081947,3720,0.4119029147832388,0.8051896554565926,False
106,l1_C0.3_balanced,l1,0.3,balanced,0.3,0.35,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5304521060335013,0.5622398108888269,0.5480674065206733,0.5622398108888269,0.5227457613478977,0.53876041573595,0.5816651756737811,0.7595277161800587,0.769004329004329,0.4523785270449221,0.5696511031298102,9817,0.7431580150519528,0.8016318287700304,0.5282508077897127,0.5469753142237092,0.53745002221235,11059,0.5892658072622627,0.6717625141859177,0.3469470827679783,0.6873655913978495,0.4611361587015329,3720,0.4125717047071277,0.805188805584228,False
107,l1_C0.1_balanced,l1,0.1,balanced,0.42,0.55,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5567165392746788,0.5314631257123393,0.5385653161023148,0.5314631257123393,0.5226641938473547,0.5448513449130166,0.581521400767286,0.7594613193084432,0.5516636197440585,0.768462870530712,0.6422611953005278,9817,0.7430421371212025,0.8013692662467866,0.6122556788166931,0.4192060764987793,0.4976651816864366,11059,0.5891681623364627,0.6718191386228137,0.4517766497461929,0.4067204301075269,0.42806620455509975,3720,0.4123539028441927,0.805195553055729,False
108,l2_C0.1_none,l2,0.1,none,0.3,0.35,24596,0.5822717972088928,0.00576893813419317,0.7617850648717264,115,0.5737111725483819,0.5180851220892518,0.6014003553489986,0.5180851220892518,0.5225860881555676,0.5578754420145028,0.5822371569695791,0.7624022364289208,0.8080488832701223,0.39064887440154833,0.5266771956327679,9817,0.7421798272643243,0.8013842160581196,0.5253531860015241,0.8103806854145944,0.6374564336012518,11059,0.5931388352732905,0.6808049498027406,0.4707989967753493,0.3532258064516129,0.40362463523268316,3720,0.4113928083711225,0.8050175434259024,False
109,l2_C0.1_balanced,l2,0.1,balanced,0.3,0.35,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5304114490161002,0.5618643233194826,0.5484041564926677,0.5618643233194826,0.5225807954695187,0.5389162642518199,0.581672752299944,0.7594877328735762,0.771259979173898,0.45268411938474074,0.5705115861095064,9817,0.7432244997243572,0.8017665424917922,0.5281948324022346,0.5471561624016638,0.5375083277814791,11059,0.5894266984503209,0.6716797050383185,0.3457576579018704,0.685752688172043,0.45972247251757076,3720,0.41236705872515356,0.805016951090618,False
110,l2_C0.1_none,l2,0.1,none,0.36,0.45,24596,0.5822717972088928,0.00576893813419317,0.7617850648717264,115,0.5974142136932835,0.511870352641108,0.6072182206270006,0.511870352641108,0.5224987207168109,0.5797569211616499,0.5822371569695791,0.7624022364289208,0.7527295094571737,0.49862483447081596,0.5998774509803921,9817,0.7421798272643243,0.8013842160581196,0.5431327347731133,0.8095668686137987,0.6501107359401663,11059,0.5931388352732905,0.6808049498027406,0.5257924176507147,0.22741935483870968,0.3175079752298743,3720,0.4113928083711225,0.8050175434259024,False
111,l1_C0.3_none,l1,0.3,none,0.3,0.35,24596,0.5824132261226789,0.0057193790616464875,0.7618586944514157,133,0.5734672304439746,0.5178867562952733,0.6003984129364791,0.5178867562952733,0.5224512001159417,0.5578118221747929,0.5823343342790378,0.762464848146356,0.805951383067896,0.39176937964755015,0.5272465556241004,9817,0.7421531487481658,0.8012590760053027,0.5253082795067527,0.8089338999909576,0.6369753284203781,11059,0.5930376377499241,0.6808864764338973,0.4699355762347888,0.35295698924731184,0.40313171630334665,3720,0.4118122163390234,0.8052489919998681,False
112,l1_C0.3_none,l1,0.3,none,0.36,0.45,24596,0.5824132261226789,0.0057193790616464875,0.7618586944514157,133,0.596723044397463,0.5116438313048141,0.6063764655303888,0.5116438313048141,0.522377195662895,0.5792994935143649,0.5823343342790378,0.762464848146356,0.7523838818824977,0.49831924213099726,0.5995465408419633,9817,0.7421531487481658,0.8012590760053027,0.5424078683747192,0.8078488109232299,0.6490374137304759,11059,0.5930376377499241,0.6808864764338973,0.5243376463339495,0.22876344086021505,0.31854763241624556,3720,0.4118122163390234,0.8052489919998681,False
113,l2_C1_balanced,l2,1.0,balanced,0.3,0.35,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5302081639290942,0.5613545660235761,0.5478776630524852,0.5613545660235761,0.522355304341719,0.5388493948151433,0.5817232283258158,0.7594582901996844,0.770653301071552,0.45421208108383415,0.5715567519066846,9817,0.7433602552939089,0.8018634026571503,0.5278433429495585,0.5459806492449588,0.5367588230064895,11059,0.5894407146125737,0.6716820295993706,0.3451363451363451,0.6838709677419355,0.4587503381119827,3720,0.4123687150709646,0.8048294383425324,False
114,l1_C0.03_balanced,l1,0.03,balanced,0.3,0.35,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5300048788420881,0.5616329801536545,0.5489737434291591,0.5616329801536545,0.5221950004146402,0.5381761555935038,0.5813271998480259,0.7592878368281505,0.7730147575544624,0.44820209840073344,0.567412470178606,9817,0.742700187086922,0.800991282081966,0.5269954068810122,0.5498688850709829,0.538189220284981,11059,0.5890586962314418,0.6717143530215883,0.3469110658520027,0.6868279569892473,0.4609833107803338,3720,0.412222716225714,0.8051578753808973,False
115,l2_C0.03_balanced,l2,0.03,balanced,0.42,0.55,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5559440559440559,0.5306586599201132,0.5379052606966813,0.5306586599201132,0.5219806086232867,0.544130294118938,0.5814701596371773,0.7593640760413699,0.5507606787595085,0.7670367729448915,0.6411511771467495,9817,0.7428873661191021,0.8015297440970698,0.6112650046168052,0.41902522832082467,0.49721030042918457,11059,0.5892220735977164,0.6715062714085476,0.45169009871373017,0.40591397849462363,0.4275803482939261,3720,0.41230103919471356,0.8050562126184928,False
116,l2_C0.03_none,l2,0.03,none,0.3,0.35,24596,0.5822498678444673,0.005863386823711832,0.7617057570221293,59,0.5734672304439746,0.5173080811024161,0.6017952407417951,0.5173080811024161,0.5218545921802197,0.557238156098411,0.582101547037125,0.7623500396843094,0.807741116751269,0.389019048589182,0.5251289102784462,9817,0.7419221284927483,0.8012072031237483,0.5249897702694803,0.8120987431051632,0.6377192359582475,11059,0.5930997614515003,0.6808325706646687,0.472654835204636,0.35080645161290325,0.40271563030396546,3720,0.41128275116712615,0.8050103452645112,False
117,l2_C0.03_balanced,l2,0.03,balanced,0.3,0.35,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5295169946332737,0.5612750971391772,0.5484089731103833,0.5612750971391772,0.5217140235432409,0.5377586322748628,0.5814701596371773,0.7593640760413699,0.7721052631578947,0.44830396251400634,0.5672488238705935,9817,0.7428873661191021,0.8015297440970698,0.5270563710588031,0.5486933719142779,0.5376572744993797,11059,0.5892220735977164,0.6715062714085476,0.3460652851144521,0.6868279569892473,0.4602359722597496,3720,0.41230103919471356,0.8050562126184928,False
118,l1_C0.1_none,l1,0.1,none,0.36,0.45,24596,0.5821450609482755,0.006076319989659939,0.7617085739149083,68,0.596316474223451,0.5105274340860696,0.6062461190478063,0.5105274340860696,0.520999751044746,0.5784834823799893,0.5822168712498262,0.7623581204750906,0.7519642582036666,0.49719873688499544,0.5986019131714496,9817,0.7420554221308716,0.8010218158137339,0.5420402229222195,0.8091147481689122,0.6491819929626003,11059,0.5926922768353683,0.6808628901549449,0.5247338760175329,0.2252688172043011,0.31521534700018805,3720,0.4119029147832388,0.8051896554565926,False
119,l2_C0.03_none,l2,0.03,none,0.36,0.45,24596,0.5822498678444673,0.005863386823711832,0.7617057570221293,59,0.5966417303626605,0.5104216696925218,0.6072927938397134,0.5104216696925218,0.5207655292697396,0.5784947384655664,0.582101547037125,0.7623500396843094,0.7530940594059405,0.4958745034124478,0.5979976659910325,9817,0.7419221284927483,0.8012072031237483,0.5422356495468278,0.811465774482322,0.6500778731573038,11059,0.5930997614515003,0.6808325706646687,0.5265486725663717,0.2239247311827957,0.3142210486608827,3720,0.41128275116712615,0.8050103452645112,False
120,l2_C0.01_balanced,l2,0.01,balanced,0.3,0.35,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5284599121808424,0.5603777366175794,0.5488364983714215,0.5603777366175794,0.5205941453666321,0.5363580437323181,0.5810009323409919,0.7589991593284929,0.7747233131024635,0.4420902516043598,0.5629418250210779,9817,0.7421511553398755,0.8010584562918555,0.5254500043062613,0.5516773668505289,0.5382443758270843,11059,0.588765297694874,0.6710296695951081,0.34633617770553976,0.6873655913978495,0.46059623525173377,3720,0.4120863439882264,0.8049093520985152,False
121,l1_C0.1_balanced,l1,0.1,balanced,0.42,0.35,24596,0.580996840944222,0.006504276282255491,0.7585683449884089,73,0.5396812489835746,0.5797971521660211,0.5290863170490788,0.5797971521660211,0.5199589162208218,0.5295071404189338,0.581521400767286,0.7594613193084432,0.6270437472381795,0.7227258836711826,0.6714934696195344,9817,0.7430421371212025,0.8013692662467866,0.6126187245590231,0.3266118093860204,0.4260690061928635,11059,0.5891681623364627,0.6718191386228137,0.34759647935003385,0.6900537634408602,0.46231427285006754,3720,0.4123539028441927,0.805195553055729,False
122,l2_C0.01_balanced,l2,0.01,balanced,0.42,0.35,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5395186209139697,0.5790018628262362,0.5285752305029485,0.5790018628262362,0.5198950152171156,0.5299408932959699,0.5810009323409919,0.7589991593284929,0.6284089899618015,0.7205867372924518,0.6713485811900921,9817,0.7421511553398755,0.8010584562918555,0.6109805238415044,0.32905325978840766,0.427740229209521,11059,0.588765297694874,0.6710296695951081,0.34633617770553976,0.6873655913978495,0.46059623525173377,3720,0.4120863439882264,0.8049093520985152,False
123,l1_C0.3_balanced,l1,0.3,balanced,0.42,0.35,24596,0.5811943852198109,0.006342436062319042,0.758667928679366,86,0.5395186209139697,0.5790209295333956,0.5285617253204428,0.5790209295333956,0.519876846631243,0.5297683058987653,0.5816651756737811,0.7595277161800587,0.6275709219858157,0.7210960578588164,0.671090676399488,9817,0.7431580150519528,0.8016318287700304,0.6111671712075345,0.3286011393435211,0.427403704792708,11059,0.5892658072622627,0.6717625141859177,0.3469470827679783,0.6873655913978495,0.4611361587015329,3720,0.4125717047071277,0.805188805584228,False
124,l1_C0.01_balanced,l1,0.01,balanced,0.3,0.35,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5280126849894292,0.5591419420917744,0.5496291722332406,0.5591419420917744,0.5198694619122485,0.5355941015275925,0.5804025351452574,0.7588111180171278,0.7783018867924528,0.4369970459407151,0.5597234000913301,9817,0.7419245805446455,0.8004860694397852,0.5236190314069282,0.5562889953883715,0.5394598386531042,11059,0.5885793906504888,0.6716131544585385,0.34696659850034084,0.6841397849462365,0.4604251469923112,3720,0.4107036342406381,0.8043341301530595,False
125,l2_C0.1_balanced,l2,0.1,balanced,0.42,0.35,24596,0.5811596215427464,0.00638196525810015,0.7586021414405113,113,0.5393966498617662,0.578512705750861,0.5282810908121497,0.578512705750861,0.5198177780673648,0.5301099384920774,0.581672752299944,0.7594877328735762,0.6288283475783476,0.71946623204645,0.6711007648819421,9817,0.7432244997243572,0.8017665424917922,0.6102572669562312,0.3303191970340899,0.4286300968025814,11059,0.5894266984503209,0.6716797050383185,0.3457576579018704,0.685752688172043,0.45972247251757076,3720,0.41236705872515356,0.805016951090618,False
126,l2_C0.03_balanced,l2,0.03,balanced,0.42,0.35,24596,0.5810045575847274,0.0065104081752458895,0.7584621598906329,57,0.5391933647747601,0.5786418031787476,0.5281802262667251,0.5786418031787476,0.519535338737945,0.5295664465623354,0.5814701596371773,0.7593640760413699,0.6282973621103117,0.7205867372924518,0.671284873790093,9817,0.7428873661191021,0.8015297440970698,0.6101780315754115,0.3285107152545438,0.4270851701639922,11059,0.5892220735977164,0.6715062714085476,0.3460652851144521,0.6868279569892473,0.4602359722597496,3720,0.41230103919471356,0.8050562126184928,False
127,l2_C0.3_balanced,l2,0.3,balanced,0.42,0.35,24596,0.5812074232788265,0.0064282390371591695,0.7586149248452921,172,0.5390307367051553,0.5780401603200142,0.527723695066661,0.5780401603200142,0.5195108004391178,0.5297559644513207,0.5816986057830408,0.7594880569765016,0.6285179907374421,0.7188550473668127,0.6706581135661678,9817,0.7433306242832384,0.8018397614156232,0.6088333333333333,0.3303191970340899,0.428278328155226,11059,0.5894477331257554,0.6717065844454282,0.34581976112920737,0.6849462365591398,0.4595959595959596,3720,0.4123174599401284,0.8049178250684534,False
128,l1_C1_balanced,l1,1.0,balanced,0.42,0.35,24596,0.5813052527668574,0.006328707843721891,0.7586569881057785,275,0.5389900796877541,0.5778506925488572,0.5275789332591638,0.5778506925488572,0.5193893343946028,0.5296575482933049,0.5817629445872061,0.7595207335329813,0.6284595532615467,0.7193643679331772,0.670846394984326,9817,0.7433411212280178,0.8018114194957519,0.6085361787262421,0.330047924767158,0.42797678372515685,11059,0.5894650609969605,0.6717409251591336,0.3457410677897025,0.6841397849462365,0.4593448244743254,3720,0.4124826515366401,0.8050098559440587,False
129,l2_C1_balanced,l2,1.0,balanced,0.42,0.35,24596,0.5811319851861145,0.006450358286067054,0.7585779601749396,261,0.5389900796877541,0.5777912281770826,0.5275439457587379,0.5777912281770826,0.5193478686680187,0.529754848407944,0.5817232283258158,0.7594582901996844,0.6292995900908929,0.7193643679331772,0.671324682732069,9817,0.7433602552939089,0.8018634026571503,0.6081959020489756,0.3301383488561353,0.4279685851600047,11059,0.5894407146125737,0.6716820295993706,0.3451363451363451,0.6838709677419355,0.4587503381119827,3720,0.4123687150709646,0.8048294383425324,False
130,l2_C0.01_balanced,l2,0.01,balanced,0.42,0.55,24596,0.58049125359147,0.006867628013936892,0.7580504821921964,30,0.5541144901610018,0.52762895433374,0.5374387162264824,0.52762895433374,0.5192884370662719,0.5416473317629696,0.5810009323409919,0.7589991593284929,0.5463284186180977,0.7699908322298055,0.6391578235318987,9817,0.7421511553398755,0.8010584562918555,0.612,0.4150465684058233,0.4946387197586077,11059,0.588765297694874,0.6710296695951081,0.4539877300613497,0.3978494623655914,0.42406876790830944,3720,0.4120863439882264,0.8049093520985152,False
131,l1_C0.03_none,l1,0.03,none,0.3,0.35,24596,0.5819891453515743,0.006132456433578194,0.7615015899260377,104,0.5725321190437469,0.51479193125406,0.6030407030504564,0.51479193125406,0.5191906393783227,0.5550864683342032,0.582172045658279,0.7621815846332676,0.8104265402843602,0.3832127941326271,0.5203679369250985,9817,0.7418253223260594,0.8006151313195494,0.5237791809071425,0.8176146125327788,0.6385142292211002,11059,0.5926225027859117,0.6808869306584706,0.47491638795986624,0.3435483870967742,0.3986897519887693,3720,0.41206831186286563,0.8050426919217829,False
132,l1_C0.03_balanced,l1,0.03,balanced,0.42,0.55,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5534639778825825,0.5277909096822212,0.5373069097203119,0.5277909096822212,0.5190527538891775,0.5407062671484492,0.5813271998480259,0.7592878368281505,0.5458084048151085,0.7713150657023531,0.6392570704938793,9817,0.742700187086922,0.800991282081966,0.6108724832214765,0.4115200289357085,0.4917607650332271,11059,0.5890586962314418,0.6717143530215883,0.45523984112435073,0.40053763440860213,0.42614042614042613,3720,0.412222716225714,0.8051578753808973,False
133,l2_C0.01_none,l2,0.01,none,0.3,0.35,24596,0.5817874567745339,0.006187327128042744,0.7614523805355653,29,0.5720848918523337,0.5143704051579138,0.6025433271640829,0.5143704051579138,0.5186843001196212,0.5545600938716183,0.5818777954753303,0.7621382556012218,0.8097497842968076,0.3823978812264439,0.5194769252058397,9817,0.7413842530492514,0.8008419011409711,0.5235116979383831,0.8174337643548242,0.638260317012038,11059,0.5928116073003779,0.6807945226768712,0.47436849925705793,0.3432795698924731,0.39831565814098563,3720,0.4114375260763616,0.8047783429858231,False
134,l1_C0.03_none,l1,0.03,none,0.36,0.45,24596,0.5819891453515743,0.006132456433578194,0.7615015899260377,104,0.5955033338754269,0.5086673944041169,0.6063663675499863,0.5086673944041169,0.5185997965965986,0.5768495066661773,0.582172045658279,0.7621815846332676,0.7535870243293824,0.4922073953346236,0.5954772321153491,9817,0.7418253223260594,0.8006151313195494,0.5412154031287605,0.8133646803508454,0.6499512265616533,11059,0.5926225027859117,0.6808869306584706,0.5242966751918159,0.22043010752688172,0.31037093111279335,3720,0.41206831186286563,0.8050426919217829,False
135,l1_C0.03_balanced,l1,0.03,balanced,0.42,0.35,24596,0.5807838226662193,0.006692643849421448,0.7583884850695868,122,0.5373637989917059,0.577457042208522,0.5266320835748254,0.577457042208522,0.5171553024382934,0.5261728695373906,0.5813271998480259,0.7592878368281505,0.6234892275354703,0.7251706223897321,0.6704968212856134,9817,0.742700187086922,0.800991282081966,0.6094959573370032,0.3203725472465865,0.41998577524893316,11059,0.5890586962314418,0.6717143530215883,0.3469110658520027,0.6868279569892473,0.4609833107803338,3720,0.412222716225714,0.8051578753808973,False
136,l2_C0.01_none,l2,0.01,none,0.36,0.45,24596,0.5817874567745339,0.006187327128042744,0.7614523805355653,29,0.5953813628232233,0.5074455981602871,0.6078434679905763,0.5074455981602871,0.5170718934985038,0.5760600248235995,0.5818777954753303,0.7621382556012218,0.7541497024741622,0.4905775695222573,0.5944578164537432,9817,0.7413842530492514,0.8008419011409711,0.5407056850176721,0.8161678271091419,0.6504756413952147,11059,0.5928116073003779,0.6807945226768712,0.5286750164798946,0.21559139784946235,0.30628222264655336,3720,0.4114375260763616,0.8047783429858231,False
137,l1_C0.01_none,l1,0.01,none,0.3,0.35,24596,0.5797253614600522,0.008076054617060398,0.7604022695095017,128,0.5713124085217108,0.5099438563471923,0.6051944803534249,0.5099438563471923,0.5140772194054674,0.5516405871795625,0.5806320789606018,0.7612002952615877,0.8161047027506655,0.3747580727309769,0.5136474694589878,9817,0.7414330518517454,0.8001591861976118,0.5220366041393466,0.8279229586761914,0.6403244982166585,11059,0.5910451882105415,0.6799997165104279,0.4774421341702628,0.3271505376344086,0.3882596905407561,3720,0.40941799681951824,0.8034419830767234,False
138,l1_C0.01_none,l1,0.01,none,0.36,0.45,24596,0.5797253614600522,0.008076054617060398,0.7604022695095017,128,0.5946088794926004,0.5048754339900089,0.6105489345414062,0.5048754339900089,0.5138210453022555,0.5739604565241854,0.5806320789606018,0.7612002952615877,0.7562758182395932,0.48487317917897527,0.5909006269008752,9817,0.7414330518517454,0.8001591861976118,0.5392598742735144,0.8222262410706213,0.6513377028043408,11059,0.5910451882105415,0.6799997165104279,0.5361111111111111,0.2075268817204301,0.2992248062015504,3720,0.40941799681951824,0.8034419830767234,False
139,l1_C0.01_balanced,l1,0.01,balanced,0.42,0.35,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5346804358432266,0.5754870165038054,0.5253082248306407,0.5754870165038054,0.512102385529916,0.5194466990332083,0.5804025351452574,0.7588111180171278,0.6143978394801249,0.741570744626668,0.6720206775593095,9817,0.7419245805446455,0.8004860694397852,0.614560236511456,0.3007505199385116,0.40386133203812763,11059,0.5885793906504888,0.6716131544585385,0.34696659850034084,0.6841397849462365,0.4604251469923112,3720,0.4107036342406381,0.8043341301530595,False
140,l1_C0.01_balanced,l1,0.01,balanced,0.42,0.55,24596,0.5795501083631571,0.008099675992605825,0.7577571585438886,78,0.5460644007155635,0.5188748371482946,0.5347440437642367,0.5188748371482946,0.5083644134851554,0.529515241558859,0.5804025351452574,0.7588111180171278,0.5324007405883563,0.7908729754507487,0.6363934426229508,9817,0.7419245805446455,0.8004860694397852,0.6152397508329712,0.3840311058866082,0.47288720632446274,11059,0.5885793906504888,0.6716131544585385,0.4565916398713826,0.3817204301075269,0.4158125915080527,3720,0.4107036342406381,0.8043341301530595,False
141,l2_C1_none,l2,1.0,none,0.3,0.45,24596,0.5822150263582444,0.005715261537429958,0.7617008895591312,256,0.5796064400715564,0.49527432423043843,0.6197049830548863,0.49527432423043843,0.5003053360246241,0.5526503077371512,0.582215740040551,0.7623213335506999,0.8084436042848141,0.39207497198736885,0.5280559747564824,9817,0.7422692989218884,0.8014288518249209,0.5245496485061512,0.8636404738222262,0.652680493388458,11059,0.5930146195990714,0.6807071913228571,0.5261216963736939,0.23010752688172043,0.3201795399289321,3720,0.4113633016006932,0.8048279575043216,False
142,l1_C1_none,l1,1.0,none,0.3,0.45,24596,0.582338217694888,0.00567769292972502,0.7617992042920387,296,0.5794031549845503,0.4949452243001526,0.6194551813575678,0.4949452243001526,0.4999420647672224,0.5523954878784708,0.5822848572891787,0.7624006307021401,0.8077649527806926,0.39207497198736885,0.527911123302702,9817,0.7422814336145833,0.8014059480798497,0.5243822075782537,0.8634596256442716,0.6524992312685777,11059,0.5931052351760168,0.6807784778617922,0.526218383713757,0.2293010752688172,0.31941583973038756,3720,0.4114679030769361,0.8050174661647783,False
143,l2_C0.3_none,l2,0.3,none,0.3,0.45,24596,0.582262617974212,0.005690691910782053,0.7617527813159851,182,0.5793624979671491,0.4947328764804045,0.6192593137018928,0.4947328764804045,0.4996414536684244,0.5522732643072356,0.5822251958029093,0.7623721257356278,0.8080638387232255,0.39197310787409595,0.527882570821044,9817,0.7422577040887777,0.8014311470241711,0.5243741765480896,0.8637308979112035,0.6525704526046114,11059,0.5930517081426985,0.680757309660716,0.5253399258343634,0.22849462365591397,0.3184713375796178,3720,0.41136617517725166,0.8049279205219967,False
